fecha;customer_name;country;city;ship_mode;categories;product;price;quantity
24/4/14;Michael Kim;Germany;Regensburg;PLUS;technology and accessories;Enermax Router, Erganomic;$2.305;9
24/4/14;Geraldine Mizelle;Germany;Mannheim;ECONOMY;office supplies and labels;Avery File Folder Labels, 5000 Label Set;$29;3
24/4/14;Geraldine Mizelle;Germany;Mannheim;ECONOMY;office supplies and storage;Eldon File Cart, Single Width;$230;2
24/4/14;Lisa Watkins;Italy;Rome;ECONOMY;office supplies and art;BIC Markers, Easy-Erase;$53;2
25/4/14;Matilda Jackson;France;Toulouse;PRIORITY;office supplies and storage;Rogers Folders, Blue;$37;3
25/4/14;Gail Thompson;France;Trappes;PLUS;office supplies and paper;Enermax Memo Slips, Premium;$63;4
25/4/14;Mark Briggs;Spain;Marbella;PRIORITY;office supplies and supplies;Elite Trimmer, Easy Grip;$130;3
25/4/14;Larry Klaus;Ireland;Dublin;ECONOMY;office supplies and art;Stanley Markers, Blue;$78;7
25/4/14;Larry Klaus;Ireland;Dublin;ECONOMY;office supplies and storage;Rogers Lockers, Wire Frame;$632;6
26/4/14;Jasmine Hanson;France;Marseille;ECONOMY;furniture and bookcases;Ikea Stackable Bookrack, Mobile;$450;4
26/4/14;Jasmine Hanson;France;Marseille;ECONOMY;office supplies and binders;Ibico Index Tab, Clear;$62;7
26/4/14;Jasmine Hanson;France;Marseille;ECONOMY;office supplies and labels;Avery Removable Labels, Adjustable;$17;2
26/4/14;Patricia Smith;Belgium;Antwerp;ECONOMY;furniture and furnishings;Eldon Light Bulb, Duo Pack;$25;1
26/4/14;Maya O'Sullivan;United Kingdom;Halifax;ECONOMY;office supplies and fasteners;Advantus Thumb Tacks, 12 Pack;$78;6
26/4/14;Maya O'Sullivan;United Kingdom;Halifax;ECONOMY;office supplies and paper;SanDisk Message Books, Recycled;$47;2
26/4/14;Patricia Smith;Belgium;Antwerp;ECONOMY;technology and accessories;Enermax Mouse, USB;$122;3
26/4/14;Maya O'Sullivan;United Kingdom;Halifax;ECONOMY;technology and copiers;Sharp Personal Copier, High-Speed;$473;4
26/4/14;Jay Johnson;France;Niort;ECONOMY;furniture and chairs;Office Star Swivel Stool, Adjustable;$476;3
26/4/14;Jay Johnson;France;Niort;ECONOMY;office supplies and binders;Ibico Binding Machine, ECONOMY;$257;5
26/4/14;David To;Austria;Vienna;ECONOMY;office supplies and art;BIC Highlighters, Water Color;$44;2
28/4/14;Robert Quick;Italy;Sesto San Giovanni;ECONOMY;furniture and bookcases;Dania Classic Bookcase, Traditional;$1.232;3
28/4/14;Robert Quick;Italy;Sesto San Giovanni;ECONOMY;furniture and furnishings;Deflect-O Frame, Black;$990;9
28/4/14;Angus Fryar;Netherlands;Maastricht;ECONOMY;technology and machines;Epson Calculator, Wireless;$46;2
29/4/14;Jade Howe;Spain;Elx;IMMEDIATE;furniture and furnishings;Rubbermaid Clock, Durable;$94;2
30/4/14;Kelly Long;Spain;Barcelona;PLUS;office supplies and paper;Enermax Message Books, Multicolor;$120;5
30/4/14;Amber Adams;Portugal;Lisbon;ECONOMY;office supplies and binders;Ibico Binder, Recycled;$40;5
30/4/14;Kerry Dorsey;France;Bagnolet;ECONOMY;furniture and chairs;Novimex Steel Folding Chair, Red;$148;2
30/4/14;Zona Meyer;Germany;Nuremberg;ECONOMY;office supplies and art;Stanley Sketch Pad, Water Color;$571;12
30/4/14;Zona Meyer;Germany;Nuremberg;ECONOMY;office supplies and binders;Cardinal Binding Machine, ECONOMY;$398;8
30/4/14;Zona Meyer;Germany;Nuremberg;ECONOMY;office supplies and supplies;Acme Box Cutter, Easy Grip;$79;2
30/4/14;Lori Miller;Sweden;Stockholm;ECONOMY;office supplies and art;Boston Canvas, Easy-Erase;$27;1
30/4/14;Lori Miller;Sweden;Stockholm;ECONOMY;office supplies and storage;Fellowes Trays, Blue;$143;5
30/4/14;Lori Miller;Sweden;Stockholm;ECONOMY;office supplies and storage;Smead Folders, Single Width;$44;5
30/4/14;Lori Miller;Sweden;Stockholm;ECONOMY;office supplies and supplies;Elite Scissors, High Speed;$45;4
1/5/14;Rory Jess;France;Les Lilas;PLUS;furniture and furnishings;Rubbermaid Stacking Tray, Erganomic;$71;3
1/5/14;Lauren Hobbs;France;Nice;PRIORITY;office supplies and storage;Smead Shelving, Industrial;$89;2
1/5/14;Rory Jess;France;Les Lilas;PLUS;office supplies and binders;Wilson Jones Hole Reinforcements, Clear;$16;4
1/5/14;Brandon Preston;Germany;Langenhagen;PRIORITY;furniture and chairs;Office Star Rocking Chair, Black;$374;3
2/5/14;Taj Knetes;France;Limay;PRIORITY;office supplies and art;Boston Highlighters, Fluorescent;$40;2
2/5/14;Sam French;France;Libourne;PRIORITY;office supplies and storage;Smead Lockers, Wire Frame;$355;2
2/5/14;Eden Kern;France;Wasquehal;PLUS;office supplies and storage;Rogers Folders, Wire Frame;$54;2
2/5/14;Charli Rose;United Kingdom;Manchester;PRIORITY;office supplies and art;Binney & Smith Canvas, Easy-Erase;$155;3
2/5/14;George Dawson;Italy;Milan;PLUS;office supplies and storage;Rogers Shelving, Wire Frame;$37;1
2/5/14;George Dawson;Italy;Milan;PLUS;technology and accessories;Memorex Mouse, Bluetooth;$28;1
2/5/14;Charlie Horrocks;Netherlands;Tilburg;ECONOMY;office supplies and paper;Enermax Computer Printout Paper, 8.5 x 11;$82;5
2/5/14;Dylan Disney;Italy;Agrigento;PLUS;office supplies and paper;Eaton Parchment Paper, 8.5 x 11;$53;3
2/5/14;Charlie Horrocks;Netherlands;Tilburg;ECONOMY;technology and phones;Motorola Signal Booster, Full Size;$72;1
2/5/14;Felicia Cooley;United Kingdom;Poole;ECONOMY;office supplies and art;BIC Markers, Blue;$106;4
3/5/14;Kerry Dorsey;Sweden;Stockholm;IMMEDIATE;technology and copiers;Hewlett Copy Machine, Color;$133;1
3/5/14;Abby Mei;Italy;Lucca;PLUS;office supplies and art;Stanley Highlighters, Blue;$103;7
3/5/14;Francesca Bowen;France;Amiens;ECONOMY;office supplies and art;Sanford Sketch Pad, Water Color;$341;7
3/5/14;Francesca Bowen;France;Amiens;ECONOMY;office supplies and storage;Fellowes Lockers, Single Width;$560;3
3/5/14;Francesca Bowen;France;Amiens;ECONOMY;office supplies and supplies;Stiletto Letter Opener, Easy Grip;$57;2
3/5/14;Juanita Smalls;United Kingdom;Nottingham;ECONOMY;office supplies and storage;Smead Lockers, Wire Frame;$987;5
5/5/14;Gracie Powell;France;Saint-Pol-sur-Mer;PLUS;office supplies and art;Stanley Pencil Sharpener, Water Color;$28;1
5/5/14;Gracie Powell;France;Saint-Pol-sur-Mer;PLUS;office supplies and fasteners;Accos Rubber Bands, Assorted Sizes;$71;5
6/5/14;Joshua Romero;Germany;Berlin;ECONOMY;office supplies and fasteners;Advantus Clamps, Assorted Sizes;$75;5
7/5/14;Elijah Sodeman;Italy;Velletri;IMMEDIATE;office supplies and binders;Acco Binder Covers, Clear;$89;7
7/5/14;Elijah Sodeman;Italy;Velletri;IMMEDIATE;office supplies and binders;Ibico Index Tab, ECONOMY;$42;4
7/5/14;Elijah Sodeman;Italy;Velletri;IMMEDIATE;office supplies and envelopes;Kraft Interoffice Envelope, Set of 50;$188;4
7/5/14;Elijah Sodeman;Italy;Velletri;IMMEDIATE;office supplies and storage;Eldon Lockers, Industrial;$595;5
7/5/14;Elijah Sodeman;Italy;Velletri;IMMEDIATE;office supplies and storage;Rogers Shelving, Industrial;$38;1
7/5/14;Mark Westfall;France;Pau;ECONOMY;office supplies and appliances;KitchenAid Toaster, Silver;$232;3
7/5/14;Mark Westfall;France;Pau;ECONOMY;office supplies and storage;Eldon Shelving, Single Width;$174;4
7/5/14;Isabella Cleary;United Kingdom;Poole;PLUS;office supplies and supplies;Elite Ruler, Easy Grip;$15;1
8/5/14;Aaron Cunningham;Germany;Berlin;PRIORITY;office supplies and binders;Avery Hole Reinforcements, Clear;$10;3
8/5/14;Aaron Cunningham;Germany;Berlin;PRIORITY;office supplies and binders;Ibico Index Tab, ECONOMY;$28;3
8/5/14;Aaron Cunningham;Germany;Berlin;PRIORITY;office supplies and fasteners;OIC Paper Clips, Bulk Pack;$39;3
8/5/14;Aaron Cunningham;Germany;Berlin;PRIORITY;office supplies and storage;Tenex File Cart, Industrial;$322;3
8/5/14;Aaron Cunningham;Germany;Berlin;PRIORITY;technology and copiers;Sharp Fax and Copier, High-Speed;$150;1
8/5/14;Jean Crowley;Spain;Madrid;PLUS;technology and machines;Konica Inkjet, Wireless;$846;3
8/5/14;Imogen Steele;Italy;Andria;PRIORITY;office supplies and fasteners;Accos Thumb Tacks, 12 Pack;$26;2
8/5/14;Max Ronald;Germany;Koblenz;ECONOMY;office supplies and binders;Ibico Binding Machine, Durable;$159;3
8/5/14;Max Ronald;Germany;Koblenz;ECONOMY;office supplies and supplies;Kleencut Shears, High Speed;$187;4
8/5/14;Max Ronald;Germany;Koblenz;ECONOMY;technology and copiers;Canon Fax and Copier, Laser;$191;1
8/5/14;Jay Johnson;United Kingdom;Crawley;PLUS;technology and copiers;HP Wireless Fax, Digital;$2.519;7
8/5/14;Phoebe Moore;France;Meyzieu;ECONOMY;technology and copiers;HP Personal Copier, Color;$321;3
9/5/14;Laura Elizabeth;Netherlands;Amsterdam;PRIORITY;furniture and chairs;Hon Rocking Chair, Set of Two;$133;2
9/5/14;Harry Josephson;United Kingdom;Middlesbrough;PRIORITY;furniture and bookcases;Sauder Corner Shelving, Pine;$595;4
9/5/14;Laura Elizabeth;Netherlands;Amsterdam;PRIORITY;office supplies and art;Binney & Smith Pencil Sharpener, Fluorescent;$40;3
9/5/14;Laura Elizabeth;Netherlands;Amsterdam;PRIORITY;office supplies and labels;Novimex Round Labels, 5000 Label Set;$7;2
9/5/14;Harry Josephson;United Kingdom;Middlesbrough;PRIORITY;office supplies and binders;Acco 3-Hole Punch, ECONOMY;$151;5
9/5/14;Harry Josephson;United Kingdom;Middlesbrough;PRIORITY;office supplies and binders;Cardinal 3-Hole Punch, Recycled;$58;2
9/5/14;Tina Brantley;France;Rouen;ECONOMY;office supplies and binders;Wilson Jones Index Tab, Clear;$24;4
9/5/14;Georgina Fuller;United Kingdom;London;ECONOMY;office supplies and art;BIC Highlighters, Blue;$51;3
9/5/14;Keith Martinez;Italy;Pisa;ECONOMY;office supplies and binders;Avery Binder Covers, Durable;$88;7
9/5/14;Keith Martinez;Italy;Pisa;ECONOMY;office supplies and labels;Harbour Creations File Folder Labels, Laser Printer Compatible;$79;9
9/5/14;Georgina Fuller;United Kingdom;London;ECONOMY;technology and accessories;SanDisk Flash Drive, Bluetooth;$71;2
9/5/14;Tahlia Coughlan;Sweden;Stockholm;ECONOMY;office supplies and envelopes;Ames Mailers, Recycled;$69;4
9/5/14;Tahlia Coughlan;Sweden;Stockholm;ECONOMY;office supplies and paper;Green Bar Memo Slips, Premium;$59;7
9/5/14;Lloyd Barnes;Italy;Bologna;ECONOMY;office supplies and labels;Novimex File Folder Labels, 5000 Label Set;$9;1
10/5/14;Toby Conway;Germany;Heidelberg;PLUS;office supplies and supplies;Acme Scissors, Serrated;$177;8
10/5/14;Kayleigh Summers;France;Boulogne-Billancourt;ECONOMY;office supplies and supplies;Fiskars Box Cutter, Serrated;$97;3
10/5/14;Eric Anderson;Denmark;Copenhagen;ECONOMY;office supplies and storage;Tenex Shelving, Industrial;$110;4
10/5/14;Zachary Disher;United Kingdom;Peterborough;ECONOMY;office supplies and fasteners;Stockwell Clamps, Bulk Pack;$19;1
10/5/14;Zachary Disher;United Kingdom;Peterborough;ECONOMY;technology and accessories;Belkin Flash Drive, Programmable;$130;3
12/5/14;Jeffrey Laird;Germany;Hagen;PLUS;office supplies and binders;Avery Binder Covers, Clear;$21;2
12/5/14;Jeffrey Laird;Germany;Hagen;PLUS;office supplies and supplies;Fiskars Scissors, High Speed;$93;4
12/5/14;Paige Hopley;France;Toulouse;ECONOMY;technology and accessories;Enermax Memory Card, Erganomic;$168;3
13/5/14;Ben Hogben;Ireland;Tallaght;PRIORITY;office supplies and art;Boston Markers, Blue;$40;3
13/5/14;Ben Hogben;Ireland;Tallaght;PRIORITY;office supplies and paper;Green Bar Memo Slips, Recycled;$34;4
14/5/14;Ethan Barrett;United Kingdom;London;PLUS;office supplies and art;Binney & Smith Canvas, Fluorescent;$142;3
14/5/14;Ethan Barrett;United Kingdom;London;PLUS;office supplies and art;Sanford Markers, Easy-Erase;$64;3
14/5/14;Ethan Barrett;United Kingdom;London;PLUS;office supplies and binders;Avery Binder Covers, Durable;$45;4
14/5/14;Ethan Barrett;United Kingdom;London;PLUS;office supplies and labels;Novimex Shipping Labels, Adjustable;$56;7
14/5/14;Ethan Barrett;United Kingdom;London;PLUS;office supplies and paper;Green Bar Computer Printout Paper, Recycled;$53;2
14/5/14;Ethan Barrett;United Kingdom;London;PLUS;office supplies and paper;Green Bar Parchment Paper, Recycled;$60;4
15/5/14;Chloe Miller;France;Toulouse;PLUS;furniture and bookcases;Ikea Floating Shelf Set, Traditional;$204;3
15/5/14;Chloe Miller;France;Toulouse;PLUS;furniture and bookcases;Ikea Library with Doors, Pine;$729;5
15/5/14;Chloe Miller;France;Toulouse;PLUS;office supplies and fasteners;Advantus Push Pins, Bulk Pack;$29;4
15/5/14;Chloe Miller;France;Toulouse;PLUS;office supplies and labels;Hon File Folder Labels, Laser Printer Compatible;$17;4
15/5/14;Angus Reading;Italy;Alessandria;ECONOMY;office supplies and art;Stanley Canvas, Blue;$148;3
15/5/14;Angus Reading;Italy;Alessandria;ECONOMY;technology and machines;Panasonic Receipt Printer, Durable;$73;1
16/5/14;Isabelle Vaughan;Norway;Bergen;ECONOMY;furniture and chairs;Novimex Rocking Chair, Black;$1.032;8
16/5/14;Evie Morton;Germany;Oberhausen;ECONOMY;office supplies and appliances;Hoover Refrigerator, Black;$2.366;5
16/5/14;Isabelle Vaughan;Norway;Bergen;ECONOMY;technology and machines;Okidata Printer, White;$1.601;6
19/5/14;Mark Briggs;France;Avion;PRIORITY;office supplies and art;Stanley Highlighters, Fluorescent;$32;2
19/5/14;Mark Briggs;France;Avion;PRIORITY;office supplies and storage;Eldon File Cart, Single Width;$230;2
19/5/14;Mark Briggs;France;Avion;PRIORITY;office supplies and storage;Fellowes File Cart, Industrial;$744;6
19/5/14;Liam Marshall;Norway;Oslo;PLUS;office supplies and art;Stanley Canvas, Easy-Erase;$199;4
19/5/14;Liam Marshall;Norway;Oslo;PLUS;office supplies and art;Stanley Pencil Sharpener, Fluorescent;$149;6
19/5/14;Liam Marshall;Norway;Oslo;PLUS;office supplies and binders;Wilson Jones Binding Machine, Clear;$436;9
20/5/14;Dylan Dry;France;Levallois-Perret;PRIORITY;furniture and chairs;Novimex Executive Leather Armchair, Red;$828;2
20/5/14;Dylan Dry;France;Levallois-Perret;PRIORITY;office supplies and paper;Enermax Parchment Paper, Multicolor;$34;2
20/5/14;Dylan Dry;France;Levallois-Perret;PRIORITY;office supplies and supplies;Stiletto Box Cutter, High Speed;$72;2
20/5/14;Dylan Dry;France;Levallois-Perret;PRIORITY;technology and accessories;SanDisk Keyboard, Bluetooth;$489;6
20/5/14;Dylan Dry;France;Levallois-Perret;PRIORITY;technology and copiers;Hewlett Ink, Laser;$379;3
20/5/14;Oscar Clayton;Germany;Berlin;ECONOMY;office supplies and labels;Smead Legal Exhibit Labels, Laser Printer Compatible;$30;3
21/5/14;Charlie Brooks;France;Dijon;PRIORITY;furniture and chairs;Harbour Creations Bag Chairs, Adjustable;$173;3
21/5/14;Faith Greenwood;Netherlands;Barneveld;ECONOMY;office supplies and storage;Fellowes Lockers, Industrial;$208;2
21/5/14;Paul Cleary;France;Grenoble;ECONOMY;office supplies and binders;Wilson Jones 3-Hole Punch, ECONOMY;$140;5
22/5/14;Brandon Preston;Germany;Hildesheim;PRIORITY;office supplies and storage;Rogers File Cart, Single Width;$892;7
22/5/14;Nathan Clayton;Italy;Guidonia Montecelio;ECONOMY;office supplies and paper;Green Bar Computer Printout Paper, Multicolor;$156;5
23/5/14;Hayley Baldwinson;United Kingdom;Southend-on-Sea;PRIORITY;office supplies and art;Sanford Pencil Sharpener, Fluorescent;$77;3
23/5/14;Hayley Baldwinson;United Kingdom;Southend-on-Sea;PRIORITY;office supplies and binders;Ibico Binder Covers, ECONOMY;$27;2
23/5/14;Hayley Baldwinson;United Kingdom;Southend-on-Sea;PRIORITY;office supplies and binders;Ibico Binder, Recycled;$32;2
23/5/14;Dakota Baynes;United Kingdom;Edinburgh;PLUS;office supplies and storage;Eldon Shelving, Blue;$242;5
24/5/14;Ewan Walton;France;Marseille;ECONOMY;office supplies and paper;SanDisk Cards & Envelopes, Recycled;$193;4
24/5/14;Mark Burkett;Italy;Lecce;ECONOMY;office supplies and appliances;Cuisinart Refrigerator, Black;$1.487;3
24/5/14;Terence Welch;Austria;Innsbruck;ECONOMY;office supplies and binders;Ibico Binding Machine, ECONOMY;$206;4
24/5/14;Terence Welch;Austria;Innsbruck;ECONOMY;technology and copiers;Canon Ink, Laser;$736;5
26/5/14;Laura Elizabeth;Italy;Treviso;PLUS;furniture and bookcases;Ikea Stackable Bookrack, Mobile;$375;3
26/5/14;Laura Elizabeth;Italy;Treviso;PLUS;furniture and bookcases;Sauder Stackable Bookrack, Pine;$299;2
26/5/14;Laura Elizabeth;Italy;Treviso;PLUS;furniture and chairs;SAFCO Chairmat, Red;$287;12
26/5/14;Laura Elizabeth;Italy;Treviso;PLUS;furniture and furnishings;Advantus Frame, Erganomic;$110;1
26/5/14;Laura Elizabeth;Italy;Treviso;PLUS;office supplies and binders;Cardinal Binding Machine, Clear;$148;3
26/5/14;Laura Elizabeth;Italy;Treviso;PLUS;technology and copiers;Sharp Fax Machine, Laser;$1.183;4
26/5/14;Judy Rodriquez;United Kingdom;Dudley;ECONOMY;office supplies and art;BIC Highlighters, Easy-Erase;$38;2
26/5/14;Julian Corbin;Spain;Madrid;ECONOMY;furniture and chairs;Novimex Rocking Chair, Red;$315;3
26/5/14;Julian Corbin;Spain;Madrid;ECONOMY;office supplies and binders;Ibico 3-Hole Punch, Durable;$128;4
27/5/14;Donald Pak;Germany;Cologne;ECONOMY;office supplies and appliances;Cuisinart Blender, White;$117;2
27/5/14;Donald Pak;Germany;Cologne;ECONOMY;technology and phones;Cisco Office Telephone, Cordless;$916;11
27/5/14;Aidan Hayward;Austria;Vienna;ECONOMY;office supplies and paper;Xerox Memo Slips, Recycled;$54;4
28/5/14;Nancy Seay;France;Marseille;PLUS;office supplies and paper;Green Bar Memo Slips, Premium;$102;6
28/5/14;Mary Saterfiel;Germany;Flensburg;PLUS;office supplies and art;Binney & Smith Markers, Blue;$120;5
28/5/14;Mary Saterfiel;Germany;Flensburg;PLUS;technology and accessories;SanDisk Flash Drive, Bluetooth;$40;1
29/5/14;Lola Hughes;United Kingdom;London;PLUS;furniture and tables;Bevis Round Table, with Bottom Storage;$1.399;3
29/5/14;Koby Phillip;France;Clichy;ECONOMY;office supplies and art;Stanley Canvas, Fluorescent;$101;2
29/5/14;David Mortlock;France;Lyon;ECONOMY;technology and accessories;Memorex Flash Drive, Bluetooth;$118;4
29/5/14;Rhonda Ford;Netherlands;Purmerend;PLUS;furniture and furnishings;Advantus Stacking Tray, Black;$190;9
29/5/14;Rhonda Ford;Netherlands;Purmerend;PLUS;office supplies and binders;Acco 3-Hole Punch, Durable;$158;10
29/5/14;Rhonda Ford;Netherlands;Purmerend;PLUS;office supplies and storage;Tenex Trays, Single Width;$136;5
29/5/14;Kieran Herbert;Germany;Krefeld;ECONOMY;furniture and chairs;Office Star Chairmat, Adjustable;$184;3
29/5/14;Kieran Herbert;Germany;Krefeld;ECONOMY;office supplies and art;BIC Highlighters, Blue;$38;2
29/5/14;Kieran Herbert;Germany;Krefeld;ECONOMY;office supplies and art;Boston Markers, Easy-Erase;$53;2
29/5/14;Kieran Herbert;Germany;Krefeld;ECONOMY;office supplies and envelopes;Kraft Business Envelopes, Recycled;$38;2
29/5/14;Kieran Herbert;Germany;Krefeld;ECONOMY;office supplies and fasteners;OIC Push Pins, 12 Pack;$43;3
29/5/14;Kieran Herbert;Germany;Krefeld;ECONOMY;technology and copiers;Canon Fax and Copier, Digital;$764;4
30/5/14;Sophie Watson;France;La Teste-de-Buch;ECONOMY;office supplies and art;BIC Markers, Water Color;$59;2
30/5/14;Sophie Watson;France;La Teste-de-Buch;ECONOMY;office supplies and binders;Acco Binding Machine, Durable;$210;4
30/5/14;Sophie Watson;France;La Teste-de-Buch;ECONOMY;office supplies and binders;Cardinal Binding Machine, Durable;$154;3
30/5/14;Sophie Watson;France;La Teste-de-Buch;ECONOMY;office supplies and binders;Ibico Binding Machine, Durable;$53;1
30/5/14;Sophie Watson;France;La Teste-de-Buch;ECONOMY;office supplies and binders;Ibico Hole Reinforcements, Clear;$26;4
30/5/14;Sophie Watson;France;La Teste-de-Buch;ECONOMY;office supplies and storage;Fellowes Lockers, Blue;$1.120;6
30/5/14;Sophie Watson;France;La Teste-de-Buch;ECONOMY;office supplies and supplies;Stiletto Ruler, High Speed;$45;3
30/5/14;Sophie Watson;France;La Teste-de-Buch;ECONOMY;technology and accessories;Memorex Memory Card, USB;$307;3
30/5/14;Rose Nicolay;France;Maisons-Alfort;ECONOMY;office supplies and storage;Eldon Box, Industrial;$19;2
30/5/14;Rose Nicolay;France;Maisons-Alfort;ECONOMY;office supplies and storage;Tenex Lockers, Industrial;$184;1
30/5/14;John Basser;Italy;Anzio;ECONOMY;technology and copiers;Canon Ink, High-Speed;$291;2
31/5/14;Theresa Varner;United Kingdom;Gloucester;PLUS;technology and accessories;SanDisk Router, Programmable;$774;3
2/6/14;Jason Roger;France;Corbeil-Essonnes;PLUS;office supplies and fasteners;Advantus Paper Clips, Assorted Sizes;$80;7
2/6/14;Caleb Kenyon;Sweden;Karlstad;ECONOMY;office supplies and art;BIC Sketch Pad, Fluorescent;$75;3
2/6/14;Caleb Kenyon;Sweden;Karlstad;ECONOMY;office supplies and art;Sanford Pens, Blue;$17;3
2/6/14;Audry Smith;France;Le Havre;ECONOMY;office supplies and art;Boston Sketch Pad, Blue;$194;4
3/6/14;Aaron Cunningham;France;Carcassonne;PRIORITY;office supplies and art;Boston Pens, Blue;$43;3
3/6/14;Aaron Cunningham;France;Carcassonne;PRIORITY;office supplies and storage;Eldon File Cart, Single Width;$809;7
3/6/14;Dominic Stephenson;Belgium;Ghent;PRIORITY;office supplies and fasteners;Stockwell Rubber Bands, Metal;$50;3
3/6/14;Jonathan Bottrill;France;Douai;ECONOMY;furniture and furnishings;Eldon Door Stop, Erganomic;$341;7
3/6/14;Kiara Allen;Germany;Cologne;ECONOMY;furniture and furnishings;Eldon Light Bulb, Erganomic;$48;2
3/6/14;Jonathan Bottrill;France;Douai;ECONOMY;office supplies and art;Binney & Smith Markers, Easy-Erase;$171;7
3/6/14;Kiara Allen;Germany;Cologne;ECONOMY;office supplies and binders;Wilson Jones Binder, Durable;$29;2
3/6/14;Kiara Allen;Germany;Cologne;ECONOMY;office supplies and labels;Novimex Legal Exhibit Labels, 5000 Label Set;$22;2
3/6/14;Rory Martindale;Finland;Turku;ECONOMY;furniture and furnishings;Rubbermaid Clock, Duo Pack;$100;2
3/6/14;Nancy Seay;France;Lyon;ECONOMY;office supplies and storage;Smead Lockers, Single Width;$1.429;8
3/6/14;Nancy Seay;France;Lyon;ECONOMY;office supplies and storage;Smead Shelving, Blue;$88;2
3/6/14;Henry Winder;United Kingdom;Huddersfield;ECONOMY;office supplies and envelopes;Jiffy Interoffice Envelope, Recycled;$271;6
3/6/14;Henry Winder;United Kingdom;Huddersfield;ECONOMY;office supplies and storage;Smead Trays, Single Width;$49;1
4/6/14;Alexandra Whitehouse;Finland;Helsinki;IMMEDIATE;furniture and bookcases;Safco Floating Shelf Set, Pine;$594;3
4/6/14;Maya Summers;Spain;Murcia;IMMEDIATE;office supplies and appliances;Cuisinart Stove, White;$536;1
4/6/14;Maya Summers;Spain;Murcia;IMMEDIATE;office supplies and supplies;Elite Letter Opener, Easy Grip;$137;5
4/6/14;Maya Summers;Spain;Murcia;IMMEDIATE;technology and copiers;Canon Wireless Fax, Laser;$757;2
4/6/14;Phoebe Moore;United Kingdom;Bradford;PRIORITY;furniture and tables;Chromcraft Conference Table, with Bottom Storage;$4.363;5
4/6/14;Rhonda Ford;France;Calais;PLUS;office supplies and envelopes;Cameo Clasp Envelope, with clear poly window;$78;6
4/6/14;Phoebe Moore;United Kingdom;Bradford;PRIORITY;technology and phones;Samsung Signal Booster, Full Size;$414;3
4/6/14;Kieran Herbert;France;Voiron;ECONOMY;office supplies and envelopes;Kraft Clasp Envelope, Set of 50;$36;4
4/6/14;Jason Roger;France;Colombes;ECONOMY;office supplies and storage;Rogers Trays, Blue;$333;6
4/6/14;Jason Roger;France;Colombes;ECONOMY;office supplies and supplies;Fiskars Shears, High Speed;$238;5
4/6/14;Sienna Williamson;Spain;Talavera de la Reina;ECONOMY;office supplies and fasteners;Advantus Push Pins, Assorted Sizes;$36;3
5/6/14;Patrick Cassidy;France;Montpellier;PLUS;office supplies and envelopes;Ames Business Envelopes, Recycled;$67;5
5/6/14;Steven Cordoba;United Kingdom;Bradford;ECONOMY;office supplies and art;BIC Sketch Pad, Easy-Erase;$147;3
5/6/14;Steven Cordoba;United Kingdom;Bradford;ECONOMY;office supplies and paper;Xerox Memo Slips, 8.5 x 11;$53;3
5/6/14;Steven Cordoba;United Kingdom;Bradford;ECONOMY;technology and machines;Okidata Phone, White;$171;2
5/6/14;Esther Henderson;Italy;Pisa;ECONOMY;office supplies and supplies;Elite Ruler, Serrated;$32;3
5/6/14;Amy Pendred;Germany;Frankfurt;ECONOMY;technology and phones;Apple Signal Booster, Cordless;$977;7
5/6/14;Laura Elizabeth;United Kingdom;London;ECONOMY;office supplies and storage;Rogers Shelving, Wire Frame;$55;1
5/6/14;Laura Elizabeth;United Kingdom;London;ECONOMY;technology and machines;Panasonic Calculator, Durable;$181;4
6/6/14;Sherron Henegar;Germany;Schwerin;ECONOMY;furniture and chairs;Office Star Executive Leather Armchair, Black;$1.683;4
6/6/14;Sherron Henegar;Germany;Schwerin;ECONOMY;office supplies and storage;Fellowes Lockers, Wire Frame;$557;3
7/6/14;Leroy Dudley;Italy;Bolzano;PLUS;furniture and bookcases;Ikea Stackable Bookrack, Mobile;$876;7
7/6/14;Leroy Dudley;Italy;Bolzano;PLUS;furniture and furnishings;Tenex Light Bulb, Black;$19;1
7/6/14;Leroy Dudley;Italy;Bolzano;PLUS;office supplies and art;Stanley Sketch Pad, Easy-Erase;$134;3
7/6/14;Leroy Dudley;Italy;Bolzano;PLUS;office supplies and storage;Tenex Trays, Single Width;$98;3
8/6/14;Winnie Moss;United Kingdom;Exeter;ECONOMY;office supplies and binders;Acco Binder Covers, Clear;$26;2
8/6/14;Winnie Moss;United Kingdom;Exeter;ECONOMY;office supplies and storage;Eldon Box, Wire Frame;$19;2
8/6/14;Winnie Moss;United Kingdom;Exeter;ECONOMY;technology and copiers;Brother Fax and Copier, Color;$579;3
9/6/14;Toni Lanz;France;Antibes;IMMEDIATE;office supplies and art;Binney & Smith Pencil Sharpener, Fluorescent;$27;1
9/6/14;Toni Lanz;France;Antibes;IMMEDIATE;office supplies and art;Sanford Markers, Fluorescent;$74;3
9/6/14;Toni Lanz;France;Antibes;IMMEDIATE;office supplies and paper;Xerox Cards & Envelopes, Premium;$180;4
9/6/14;Toni Lanz;France;Antibes;IMMEDIATE;technology and machines;Okidata Inkjet, Durable;$1.063;4
9/6/14;Alana Zahel;Netherlands;Nieuwegein;PRIORITY;furniture and bookcases;Ikea Library with Doors, Metal;$544;3
